date,open,high,low,close,to symbol,from symbol
2016-11-13,0.90494,0.93364,0.8848,0.9238,EUR,USD
2016-11-06,0.9113,0.91226,0.8986,0.9008,EUR,USD
2016-10-30,0.9195,0.92137,0.9104,0.91036,EUR,USD
2016-10-23,0.9081,0.92077,0.9067,0.9189,EUR,USD
2016-10-16,0.8974,0.91197,0.8974,0.91176,EUR,USD
2016-10-09,0.8918,0.90041,0.88889,0.8931,EUR,USD
2016-10-02,0.88883,0.89654,0.8881,0.8901,EUR,USD
2016-09-25,0.8945,0.8988,0.8866,0.88974,EUR,USD
2016-09-18,0.88958,0.89654,0.8864,0.89618,EUR,USD
2016-09-11,0.8967,0.8973,0.88261,0.88959,EUR,USD
2016-09-04,0.8935,0.8988,0.8888,0.8959,EUR,USD
2016-08-28,0.8835,0.896,0.8805,0.8929,EUR,USD
2016-08-21,0.8941,0.8945,0.8809,0.8851,EUR,USD
2016-08-14,0.90197,0.90318,0.89127,0.8955,EUR,USD
2016-08-07,0.89549,0.90505,0.89031,0.90175,EUR,USD
2016-07-31,0.90993,0.91075,0.89318,0.89541,EUR,USD
2016-07-24,0.90323,0.91294,0.90247,0.91154,EUR,USD
2016-07-17,0.90432,0.90594,0.89526,0.90472,EUR,USD
2016-07-10,0.89722,0.90826,0.89445,0.90547,EUR,USD
2016-07-03,0.90777,0.90777,0.89526,0.89839,EUR,USD
2016-06-26,0.88317,0.91583,0.8755,0.90613,EUR,USD
2016-06-19,0.8859,0.89831,0.87843,0.88113,EUR,USD
2016-06-12,0.87992,0.88992,0.87566,0.88968,EUR,USD
2016-06-05,0.89686,0.89952,0.87874,0.88098,EUR,USD
2016-05-29,0.8915,0.9009,0.89047,0.90009,EUR,USD
2016-05-22,0.8837,0.89429,0.88121,0.89113,EUR,USD
2016-05-15,0.87845,0.88621,0.87367,0.88363,EUR,USD
2016-05-08,0.8676,0.87904,0.86103,0.87812,EUR,USD
2016-05-01,0.88757,0.88826,0.86745,0.87237,EUR,USD
2016-04-24,0.88417,0.89071,0.87765,0.89015,EUR,USD
2016-04-17,0.87626,0.89,0.8723,0.88496,EUR,USD
2016-04-10,0.87819,0.8825,0.87313,0.87696,EUR,USD
2016-04-03,0.89278,0.89526,0.87428,0.87796,EUR,USD
2016-03-27,0.88992,0.89689,0.88794,0.89606,EUR,USD
2016-03-20,0.90074,0.90432,0.88152,0.8866,EUR,USD
2016-03-13,0.90794,0.92356,0.89206,0.89542,EUR,USD
2016-03-06,0.91853,0.9237,0.9058,0.90959,EUR,USD
2016-02-28,0.90686,0.92047,0.90334,0.91542,EUR,USD
2016-02-21,0.8946,0.9086,0.8935,0.89896,EUR,USD
2016-02-14,0.89358,0.89847,0.87966,0.89079,EUR,USD
2016-02-07,0.91752,0.91783,0.88984,0.89726,EUR,USD
2016-01-31,0.92134,0.92421,0.91324,0.92371,EUR,USD
2016-01-24,0.91785,0.92747,0.91108,0.92601,EUR,USD
2016-01-17,0.9209,0.92541,0.91058,0.91575,EUR,USD
2016-01-10,0.9237,0.93353,0.91358,0.91399,EUR,USD
2016-01-03,0.911,0.92541,0.90909,0.92132,EUR,USD
2015-12-27,0.91642,0.9187,0.90909,0.91191,EUR,USD
2015-12-20,0.90973,0.92541,0.90334,0.91997,EUR,USD
2015-12-13,0.92285,0.92324,0.9058,0.91042,EUR,USD
2015-12-06,0.94581,0.94859,0.91308,0.91878,EUR,USD
2015-11-29,0.93994,0.94661,0.93545,0.94491,EUR,USD
2015-11-22,0.93554,0.94313,0.93162,0.93976,EUR,USD
2015-11-15,0.92939,0.93668,0.92498,0.93458,EUR,USD
2015-11-08,0.90769,0.93356,0.90645,0.93167,EUR,USD
2015-11-01,0.90408,0.91659,0.9009,0.90695,EUR,USD
2015-10-25,0.88246,0.9086,0.87796,0.90741,EUR,USD
2015-10-18,0.88075,0.88429,0.87,0.8802,EUR,USD
2015-10-11,0.89302,0.89477,0.87719,0.87951,EUR,USD
2015-10-04,0.89019,0.89775,0.88376,0.89071,EUR,USD
2015-09-27,0.89358,0.90035,0.88526,0.89272,EUR,USD
2015-09-20,0.8841,0.89414,0.8726,0.88558,EUR,USD
2015-09-13,0.89614,0.89821,0.87935,0.88152,EUR,USD
2015-09-06,0.89079,0.90174,0.88243,0.8967,EUR,USD
2015-08-30,0.86338,0.89632,0.86281,0.89174,EUR,USD
2015-08-23,0.90276,0.90741,0.85426,0.87897,EUR,USD
2015-08-16,0.90761,0.91228,0.89204,0.90147,EUR,USD
2015-08-09,0.91291,0.92163,0.90909,0.91199,EUR,USD
2015-08-02,0.90163,0.91648,0.90007,0.91166,EUR,USD
2015-07-26,0.92295,0.92484,0.89847,0.91138,EUR,USD
2015-07-19,0.91032,0.92408,0.90302,0.92334,EUR,USD
2015-07-12,0.90514,0.91602,0.89127,0.89855,EUR,USD
2015-07-05,0.89158,0.90926,0.88977,0.9095,EUR,USD
2015-06-28,0.88135,0.9105,0.88135,0.91116,EUR,USD
2015-06-21,0.88676,0.89193,0.87501,0.87928,EUR,USD
2015-06-14,0.88637,0.89666,0.87858,0.89127,EUR,USD
2015-06-07,0.91552,0.9158,0.87904,0.90024,EUR,USD
2015-05-31,0.91147,0.92404,0.9088,0.91258,EUR,USD
2015-05-24,0.88297,0.91235,0.88291,0.90967,EUR,USD
2015-05-17,0.89718,0.89799,0.87329,0.87374,EUR,USD
2015-05-10,0.89686,0.90342,0.87792,0.89333,EUR,USD
2015-05-03,0.91937,0.92066,0.88576,0.89398,EUR,USD
2015-04-26,0.93039,0.93795,0.91702,0.92005,EUR,USD
2015-04-19,0.94563,0.94944,0.92192,0.92505,EUR,USD
2015-04-12,0.91451,0.95043,0.91278,0.94252,EUR,USD
2015-04-05,0.92344,0.93304,0.90613,0.90898,EUR,USD
2015-03-29,0.91341,0.92547,0.90537,0.9187,EUR,USD
2015-03-22,0.94582,0.9476,0.91377,0.92365,EUR,USD
2015-03-15,0.92287,0.95379,0.92276,0.95405,EUR,USD
2015-03-08,0.89472,0.9227,0.89174,0.922,EUR,USD
2015-03-01,0.88229,0.89574,0.87812,0.8959,EUR,USD
2015-02-22,0.88233,0.88636,0.87336,0.87862,EUR,USD
2015-02-15,0.88292,0.88687,0.87336,0.87719,EUR,USD
2015-02-08,0.88207,0.88718,0.87076,0.88383,EUR,USD
2015-02-01,0.88881,0.89079,0.87566,0.88425,EUR,USD
2015-01-25,0.86229,0.89914,0.85734,0.89884,EUR,USD
2015-01-18,0.84514,0.87227,0.84324,0.8646,EUR,USD
2015-01-11,0.83764,0.85063,0.83542,0.84241,EUR,USD
2015-01-04,0.82271,0.84111,0.82034,0.83707,EUR,USD
2014-12-28,0.81802,0.82198,0.81593,0.82173,EUR,USD
2014-12-21,0.80363,0.81809,0.79582,0.81793,EUR,USD
2014-12-14,0.81208,0.81342,0.80026,0.80234,EUR,USD
2014-12-07,0.80192,0.81646,0.80141,0.8134,EUR,USD
2014-11-30,0.80412,0.80606,0.79843,0.80397,EUR,USD
2014-11-23,0.80314,0.80813,0.79521,0.80808,EUR,USD
2014-11-16,0.80469,0.80669,0.79517,0.79882,EUR,USD
2014-11-09,0.80047,0.80881,0.79566,0.80248,EUR,USD
2014-11-02,0.78725,0.80367,0.7831,0.7998,EUR,USD
2014-10-26,0.78154,0.79258,0.77886,0.78885,EUR,USD
